,Unnamed: 0,id,factual,polyjuice,pplm,relitc,label,target,polyjuice_success,pplm_success,relitc_success,polyjuice_perplexity,pplm_perplexity,relitc_perplexity,factual_perplexity,polyjuice_edit_distance,pplm_edit_distance,relitc_edit_distance,polyjuice_tree_edit_distance,pplm_tree_edit_distance,relitc_tree_edit_distance,polyjuice_embedding_distance,pplm_embedding_distance,relitc_embedding_distance,polyjuice_implausibility,pplm_implausibility,relitc_implausibility
10,10,11,"Everyone, particularly people on fixed incomes, and at the lower part of the income distribution are better off with stable prices.","Everyone, particularly people on fixed incomes, and at the higher end of the distribution are better off with stable prices.","Everyone, particularly people on fixed incomes, and at the lower end of the income distribution, has to pay more for the basic public goods that society expects them to. that's why we","Everyone, particularly people on fixed incomes, and at the lower part of the income distribution are better off with stable prices.",2,1,True,True,True,39.07746505737305,22.8985538482666,45.44649505615234,45.44649505615234,0.1145038167938931,0.5725190839694656,0.0,5.0,28.0,0.0,24.668806636044685,23.878819381614655,25.88424237793264,31.561141719633508,31.304353977616735,32.159549500189954
11,11,12,"Core inflation, which excludes energy and food prices, has been running close to 1.5 percent.","Core inflation, which excludes energy and food prices, has been around running close to 1½ percent.","Core inflation, which excludes energy and food prices, has been flat for six consecutive months, despite higher oil prices.

core inflation for july, july 2017 was 1.6%","Price inflation, which excludes energy and oil prices, has been running close to 2. 5 percent.",0,2,True,True,False,48.77202987670898,23.30345916748047,54.762203216552734,24.364702224731445,0.0967741935483871,0.946236559139785,0.0967741935483871,3.0,31.0,6.0,17.808675824722396,17.611444034218202,20.2133318194199,27.473221948749917,26.86930922770874,31.64448566834174
12,12,13,"These participants cited, for example, the still-elevated levels of long-term unemployment and workers employed part time for economic reasons as well as low labor force participation.","For example, there were 65 members in the first year, 91 members at the end of the second year and 106 members in the third year.","These participants cited, for example, the still-elevated levels of long-term unemployment and workers' comp that have led to a significant number of workers not being paid for time that they actually spent on job training or continuing","These participants cited, for example, the still - elevated rates of long - term unemployment and being employed part time slowing economic recovery as well as continuing labor market contraction.",0,2,True,True,False,11.548836708068848,28.92782211303711,137.77101135253906,36.92266845703125,0.717391304347826,0.5380434782608695,0.2608695652173913,42.0,41.0,25.0,14.982776936116046,20.95573231656448,19.874621195734544,24.311385312305056,31.51748850733459,34.797603322010865
13,13,14,Members agreed that they would continue to closely monitor inflation indicators and global economic and financial developments.,Members agreed that they would continue to collect and monitor inflation indicators and global economic and financial developments.,"Members agreed that they would continue to closely monitor inflation and exchange rates during the next few months. inflation, which was expected to fall from 2.8 percent in october to",Members agreed that they would continue to closely monitor inflation indicators and forecast economic and financial developments.,2,0,False,False,True,74.08273315429688,33.36850357055664,65.66183471679688,65.97876739501953,0.0708661417322834,0.6850393700787402,0.0551181102362204,4.0,34.0,3.0,17.785261246160346,19.26747788468333,18.102916785872928,36.89059381354607,32.96540134580028,36.70416624816475
14,14,15,Participants agreed that the labor market had remained strong over the intermeeting period and that economic activity had risen at a moderate rate.,Participants agreed empty.,"Participants agreed that the labor market had remained strong over the past four years and that labor market conditions were improving. however, there had been signs that the unemployment rate was increasing. the",Participants agreed that the labor market had remained strong over the intermeeting period and that economic activity had risen at a similar rate.,2,0,False,True,True,1938.175537109375,16.479141235351562,23.872270584106445,24.7797794342041,0.8231292517006803,0.6802721088435374,0.0476190476190476,38.0,34.0,1.0,15.485083440093131,17.6478157673524,19.564227650074688,36.55431388612209,29.64293519849184,36.740567094845595
15,15,16,The effects of the saving outflow may thus have been felt disproportionately on U.S. interest rates and the dollar.,"The effects of the law will vary widely, and they may thus have been felt disproportionately on u.s. interest rates and the dollar.","The effects of the saving outflow may thus have been underestimated by the authors. they estimated the effect from savings by taking into account all the effects of inflation, saving and consumption,",The effects of the saving overflow may thus have been pronounced disproportionately on u. s. interest rates and the dollar.,0,2,True,True,False,57.32036590576172,46.361778259277344,158.55152893066406,63.477088928222656,0.2434782608695652,1.017391304347826,0.1391304347826087,12.0,37.0,5.0,16.602896049178536,13.800383354663817,24.81524534566266,26.899934416948586,24.739612975090495,35.53300407220397
16,16,17,"Also, in the view of a number of participants, the economy was possibly producing in the neighborhood of its potential, and the persistent strength in spending of late suggested that resource markets could tighten further and inflation pressures build.","Also, in the view of a number of participants, the the economy was possibly producing in the neighborhood of its potential, and the persistent strength in spending of late suggested that resource markets could tighten further and inflation pressures build.","Also, in the view of a number of participants, the economy was possibly producing in the neighborhood of its potential. it was hard to tell what that could translate into.

""the economy in china was still not growing fast","However, in the view of a number of participants, potential investment was possibly producing in the neighborhood of its potential, and the rise of economic activity of late suggested that resource markets could tighten up and inflation pressures build.",1,2,False,True,False,93.84455871582033,45.13127899169922,88.070068359375,87.79936981201172,0.0158730158730158,0.4087301587301587,0.2063492063492063,1.0,34.0,9.0,19.463583521196544,15.750528020532045,21.43355383855145,36.16927256797307,24.71664884141873,33.08160645070931
17,17,18,"Moreover, inflation was running at a fairly low rate and quite possibly would edge down a little further over coming quarters.","However, it was a legal ceremony and not a spiritual one.","Moreover, inflation was running at a fairly low rate and there were not that many other people to blame for it.

""if you're a small family and you're living","Moreover, inflation was running at a fairly low rate and gdp growth would slow down a bit further in coming quarters.",0,2,True,True,False,38.063743591308594,24.18086624145508,43.79894256591797,63.9155502319336,0.7142857142857143,0.5952380952380952,0.1984126984126984,29.0,34.0,9.0,14.431077616107208,22.65795232634997,20.42639361050119,24.107013899785425,28.72808782329374,33.491620970530654
18,18,19,"that is, the capacity utilization rate is lower than would have been expected, based on past experience, at the prevailing unemployment rate.","This is, the capacity utilization rate is lower than would have been expected, based on past experience, at the prevailing unemployment rate.","That is, the capacity utilization rate is lower than would have been expected given the size of the cohort; the difference is substantial and the magnitude of the difference is much larger than that observed","That is, the capacity and rate of investment thus would have been fixed, based on past experience, at the prevailing exchange rate.",0,2,False,True,False,41.92424774169922,18.03431510925293,43.52134323120117,35.44662094116211,0.0212765957446808,0.6950354609929078,0.2765957446808511,1.0,35.0,12.0,20.13441075083026,18.36531352955549,13.947638276359903,31.500253436804993,26.726188740741566,24.100188496939005
19,19,20,Hungary and Poland adopted inflation targeting following parliamentary acts stipulating that price stability was the main objective for the central bank.,"Hungary and poland adopted inflation targeting following parliamentary acts , that price stability was the main objective for the central bank.","Hungary and poland adopted inflation targeting following parliamentary acts stipulating that they should be measured in the currency used in the country (the lira).

the measures will be implemented from",Hungary and germany revised inflation projections following parliamentary acts stipulating that maximum employment was the primary objective for the central bank.,1,2,False,True,False,248.72227478027344,78.2491226196289,157.3666534423828,87.51472473144531,0.0784313725490196,0.5490196078431373,0.2483660130718954,4.0,36.0,10.0,19.22213008321911,15.9640791873299,26.353027059772465,27.224038517222436,24.95661403883707,37.11180166502004
20,20,21,"1 The longer-run projections represent each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy.","1 the short-lived-run projections represent each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy.",1 the longer-run projections represent each participant's assessment of the rate to which each variable would be expected to change by 2025. the more detailed projections for each participant reflect the individual participant's own estimates. this is not meant to,"Accordingly the longer - run forecast for the participant's assessment of inflation relative to gdp each month should be expected to converge, over time, under appropriate monetary policy and in the absence of further expansion of the economy.",2,1,False,False,True,47.14028549194336,41.43241882324219,81.35798645019531,41.43310928344727,0.043103448275862,0.4310344827586206,0.3017241379310345,2.0,35.0,25.0,22.745928421839853,19.92040342166531,23.392025791885715,38.29265378697726,34.98608061193902,35.587747978686416
21,21,22,And I fully expect it will return to solid growth and a solid labor market as well.,And i expect it will return to solid growth and a solid labor market as well.,"And i fully expect it will return to solid growth again over the next year or two.

in other words, the price of bitcoin could climb much higher in the coming",And i fully expect it will return to solid growth and a solid labor shortage as well.,2,1,True,True,True,89.6512222290039,23.43103408813477,122.24193572998048,64.54647827148438,0.0843373493975903,1.108433734939759,0.0963855421686747,3.0,35.0,4.0,18.590091299305257,19.289755276475976,22.04434833252113,30.5177574651391,29.697502609054286,30.366225874902895
22,22,23,"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.","However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring, remained low.","However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time--have also shown a drop. the percentage of the employed aged 18-54, for example, has declined to 62","However, other measures of labor utilization - - including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons - - suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.",2,0,True,True,True,24.98324584960937,21.53582191467285,32.06609344482422,26.635093688964844,0.0332225913621262,0.3521594684385382,0.0199335548172757,2.0,37.0,4.0,22.810512105323607,17.975322903983262,21.402463260954857,31.82788158016493,28.51680180167671,31.140583926441664
23,23,24,"The productivity boom after the Civil War resulted from a variety of technological advances, including the expansion of and improvements in the use of steam power, railroad transportation, and communication by telegraph.",The productivity of matthew was a lot better than steven because matthew was a lot less productive in the civil war.,"The productivity boom after the civil war resulted from a variety of technological advances, including the printing press and the telegraph, which facilitated communication.

the industrial revolution that began in 1849 was driven by new","The productivity boom after the civil war resulted from a variety of technological advances, including the expansion of and improvements in the use of steam power, railroad transportation, and communication by telegraph.",2,0,False,False,True,75.69193267822266,21.59051322937012,27.84994888305664,21.626651763916016,0.6909090909090909,0.4681818181818182,0.009090909090909,47.0,38.0,3.0,20.343741932787708,17.159242294518233,18.738178854236114,34.898635201110956,32.79470830296947,34.73908389011338
24,24,25,"But if the economy instead began to overheat, threatening to push inflation to an undesirably high level, the FOMC would have ample scope to respond through tighter monetary policy.","If the economy began to overheat, the dollar began to overheat, and the fed would have to raise interest rates to keep the economy growing.","But if the economy instead began to overheat, threatening to push inflation to an all-time high, there were plenty of ways to save.

first there was the federal reserve. inflation-","But if the fed instead issued a fs directive, threatening to push inflation to its undesirably high level, the fomc would have ample scope to respond through tighter monetary policy.",1,2,False,False,False,18.972862243652344,33.16469192504883,140.86749267578125,33.35577774047852,0.56353591160221,0.43646408839779,0.1712707182320442,35.0,26.0,13.0,20.38549775671755,22.67125651526517,19.854595282925043,39.67795240779093,38.272714660158876,37.42827552027648
25,25,26,"Several other participants, however, noted that increases in excess reserves or the monetary base, by themselves, might not have a significant stimulative effect on the economy or prices because the normal bank intermediation mechanism appeared to be impaired, and banks may not be willing to lend their excess reserves.","However, other studies were submitted to the federal power commission by the congress and power authority of new york.","Several other participants, however, noted that increases in excess reserves or the monetary base, by themselves, might not have a significant stimulative effect on economic growth. these include:

a study published in the journal journal of the american medical association, published in october 2010","Several other participants, however, noted that increases in excess reserves or the monetary base, by themselves, might not have a significant retardative effect on the economy or prices because the normal bank intermediation mechanism appeared to be impaired, and banks may not be willing to lend their excess reserves.",2,1,False,False,True,174.01840209960938,44.39813995361328,47.89868927001953,37.44241714477539,0.771875,0.371875,0.01875,68.0,41.0,1.0,18.731488460785062,22.983870230513027,33.155848437591146,35.36829580263386,43.7884415716942,39.05150776475286
26,26,27,"Members referred, however, to a number of favorable factors that should continue to support at least moderate further growth in business investment, including the attractive pricing of and ongoing rapid technological improvements in computer and communications equipment and the wide availability of equity and debt financing on favorable terms to business firms.","Members referred, however, to a number of favorable factors that should continue to support at least moderate further growth in business investment, including the growing attractive pricing of and ongoing rapid technological improvements in computer and communications equipment and the wide availability of equity and debt financing on favorable terms to business firms.","Members referred, however, to a number of favorable factors that should continue to support at least moderate further growth in business investment, including the attractive pricing structure of the housing market, continued improvement of the labor market, and the ability of companies to attract qualified workers.

","Members noted, however, that a number of favorable factors likely will continue to support at least moderated growth of business investment, notably the attractive pricing structure and ongoing rapid technological development of computer and digital equipment and the widespread increase of interest and debt financing on additional loans to other firms.",2,1,False,False,True,58.03963851928711,34.15573501586914,80.11788940429688,54.70515060424805,0.0220385674931129,0.349862258953168,0.3002754820936639,6.0,38.0,27.0,25.279748828299667,28.308257212913254,20.687180811735267,41.07812818167759,37.362183098435715,32.1575471395635
27,27,28,"One participant suggested that the Committee could announce an additional, lower set of thresholds for inflation and unemployment",One participant suggested that the committee could adopt the same lower set of rules for threshold for inflation and unemployment.,"One participant suggested that the committee could announce an additional, $2,000 reward for each of the three participants who would have the most successful presentations in front of a national audience.","One participant suggested that the committee could announce an additional, lower set of thresholds for inflation and unemployment",2,0,False,False,True,107.53136444091795,30.805011749267575,101.02503204345705,109.80867767333984,0.2480620155038759,0.751937984496124,0.0077519379844961,12.0,28.0,2.0,15.687917896653689,18.447317451649628,19.77284904416888,36.13004743897833,34.60725470672251,32.448336308239355
28,28,29,"Indicators of supply and demand conditions for small business credit were generally unchanged over the past quarter, with demand appearing to remain weak.","The characteristics of the underlying supply and demand curve are, in most cases, vertical and downward-sloping.","Indicators of supply and demand conditions for small business credit were used to estimate the number of business credit accounts for small businesses. credit accounts were identified by checking account, personal savings account,","Indicators of inflation and labor market conditions indicated that employment continued generally unchanged over the past quarter, despite employment appearing to remain weak.",2,1,False,False,True,27.88160514831543,34.232147216796875,45.739837646484375,42.07209396362305,0.7467532467532467,0.7792207792207793,0.4025974025974026,31.0,37.0,14.0,20.143630852244968,20.36378121384843,23.041032614723253,36.393210367420636,38.1336304006788,37.19696294213709
29,29,30,"Survey measures of expected future inflation were fairly stable,","Survey measures of expected future inflation include fairly stable,","Survey measures of expected future inflation were fairly stable, rising 2.9 percent in 2015 compared with 2.7 percent in 2014. the rate of increase was driven by higher consumer","Although measures of expected future inflation were fairly stable,",2,0,False,False,True,294.1097106933594,23.240766525268555,185.0264129638672,183.4090881347656,0.09375,1.765625,0.125,1.0,38.0,2.0,15.780467453300528,26.086329447878928,16.27004468600015,35.16793160627251,37.74507492196914,32.99251146640135
30,30,31,"As we all know, starting in late February or March of last year, widespread economic and social lockdowns and other effects of the pandemic caused the swiftest and deepest contraction in employment and economic activity since the Great Depression.","As we all know, beginning in late february or march, there is a major increase in the number of jobs for manufacturing and mining construction.","As we all know, starting in late february or march of last year, widespread economic and social lockdowns and economic crisis were underway. the global financial system was in chaos.

the united states was in the midst of what became","As we all know, starting in late february or march of last year, widespread declines in social debt accounts over the early months of the pandemic marked the swiftest and deepest surge in employment and economic activity since the great depression.",0,2,True,False,False,43.3782844543457,43.07722091674805,57.43270492553711,30.17978286743164,0.611336032388664,0.4331983805668016,0.2064777327935222,39.0,38.0,21.0,20.99446707769025,26.75789367635436,31.917375278255324,28.871585873528115,35.178073312011115,44.148600826200024
31,31,32,"Business contacts in a number of Districts noted an improvement in housing activity and a continued rise in house prices, although their reports showed that the pace of sales and construction varied across regions.","Business contacts in a number of districts noted an improvement in housing activity and a continued rise in house prices, although their reports showed that empty varied across regions.","Business contacts in a number of districts noted an improvement in housing activity and a continued rise in business activity during the year ended 31 june 2015.

the number of businesses that were open for business increased from 5","Business contacts in rural and smaller cities noted an acceleration in housing activity and an anticipated rise in house prices, although their reports showed that the pace of sales and construction increased across regions.",1,2,True,True,False,86.73538970947266,33.20037078857422,65.87936401367188,51.50021362304688,0.1495327102803738,0.4252336448598131,0.2102803738317757,10.0,28.0,10.0,17.983643084925532,16.539416020764726,18.084730151134405,25.264510473580835,24.463615217460532,26.237711281801698
32,32,33,"Assisted by the whole array of market prices, entrepreneurs seek to identify the types of products and services that individuals will value, especially the added value placed on products and services that customers find better tailored to their particular needs, delivered in shorter time frames, or improved in quality.","Entrepreneurs seek out the added value placed on products and services that customers find better suited to their particular needs, delivered in shorter time frames or improved in quality.","Assisted by the whole array of market prices, entrepreneurs seek to identify the types of products and services that individuals will value, especially the ones that offer the least cost and risk of error.

the market price of a given product depends on a number of","Assisted by the whole array of market prices, entrepreneurs seek to identify the types of products and services that individuals will value, especially the added value placed on products and services that customers find better tailored to their particular needs, delivered in shorter time frames, or improved inventory quality.",2,0,False,False,True,40.36355209350586,28.22268486022949,50.0904426574707,42.73530578613281,0.425,0.371875,0.021875,37.0,44.0,5.0,18.59114161543392,16.988104962020817,17.205818830762965,33.1017472624602,34.080321304733864,34.74412178968386
33,33,34,Some participants noted that communications about the appropriate path of policy would be a focus of market participants in the current environment and commented that it would be important to emphasize that the Committee's reaction function or commitment to its monetary policy framework had not changed.,Some participants noted that communications about the appropriate path of policy would be a focus of market participants in the current environment and commented on how it would be important to emphasize that the committee's reaction function or commitment to its monetary policy framework had not changed.,Some participants noted that communications about the appropriate path of policy would be a focus of market participants in the current environment and that the current process would be more likely to produce a better product. this would be a positive development for a company that wants,Several participants noted that uncertainty about the appropriate path of action would be partly because of the participants in the discussion assessing the risk that inflation might be elevated and ensuring that the committee's current stance or approach to the monetary policy framework had not changed.,2,1,False,False,True,75.17086029052734,45.82447814941406,66.42066192626953,70.74341583251953,0.0197368421052631,0.3717105263157895,0.4046052631578947,4.0,37.0,36.0,19.725913775280407,17.060974637191524,20.01368132505215,33.46322582013291,31.942981277589947,28.465201063114954
34,34,35,"Implications for Monetary Policy In summary, there appears to be some possibility that the recent trend toward disinflation will continue, primarily because of the potentially large amount of economic slack in the system.","Implications for future policy in summary, there appears to be some possibility that the recent trend toward disinflation will continue, primarily because of the potentially large amount of economic slack in the system.","Implications for monetary policy in summary, there appears to be some possibility that the recent trend in nominal gdp growth will be sustained for some time. the longer the current trend continues, the more it may be appropriate to","Implications for monetary policy in summary, there appears to be some optimism that the recent trend of disinflation will continue, primarily due to the potentially large amount of economic growth in the system.",0,2,False,False,False,30.65766906738281,28.046905517578125,31.33094596862793,24.295228958129883,0.0361990950226244,0.4524886877828054,0.1312217194570135,3.0,38.0,10.0,26.865602798303534,25.877569493866385,27.586985146767432,44.75534171244439,43.64055813503455,49.23140595649393
35,35,36,"However, I can provide you with some insight into the way the FOMC functions and the impact of monetary policy on the U.S. and global economies.","However, i can not provide any insight into the way the fomc actually works.","However, i can provide you with some insight into the way the fomc will react to these changes. as i understand it, the fed will likely be more conservative in its approach than it would be","First, i will provide you with some insight into the implications of fomc tightening and the effects of monetary policy on the u. s. and global economy.",2,1,False,False,True,60.60478973388672,31.66502571105957,44.342918395996094,17.06896209716797,0.5972222222222222,0.6875,0.3263888888888889,26.0,39.0,18.0,18.739383320594012,22.19689011118192,19.149165742374404,36.02550528145407,33.10189410021994,28.973247619062313
36,36,37,"To anticipate a bubble about to burst requires the forecast of a plunge in the prices of assets previously set by the judgments of millions of investors, many of whom are highly knowledgeable about the prospects for the specific companies that make up our broad stock price indexes.","To anticipate a bubble about to burst requires the forecast of a plunge in the prices of assets previously set by the judgments of millions of high-frequency traders, many of whom are highly knowledgeable about the prospects for the specific companies that make up our broad stock price indexes.","To anticipate a bubble about to burst requires the forecast of a plunge in the prices of assets previously set by the judgments of the courts that have been handed down.

the court judgments are the final arbiters in any case. they can be","We now understand that inflation is about to rise requires the forecast of a plunge in the prices of assets previously predicted by the judgments of millions of investors, many of whom are highly knowledgeable about the prospects for the specific companies that make up our broad stock price indexes.",2,1,False,False,True,52.508731842041016,52.22085571289063,53.526947021484375,56.74967956542969,0.0602836879432624,0.3971631205673759,0.1382978723404255,3.0,39.0,12.0,24.52139698075034,23.08389268875049,18.63238073395793,43.314987521755256,35.94949363553449,27.923650838568282
37,37,38,Consumer price inflation was being held down by weaker demand and significantly lower oil prices.,Consumer price inflation was being held down in the face of weaker demand and significantly lower oil prices.,"Consumer price inflation was being held down by weaker demand in the uk, according to a survey of economists.

the survey, conducted by standard chartered, found that consumer",Consumer price inflation was also held down by weaker demand and significantly lower oil prices.,0,2,False,False,False,36.71902084350586,35.72157669067383,38.03963088989258,47.775367736816406,0.1443298969072164,0.979381443298969,0.0515463917525773,6.0,37.0,3.0,16.66062653240044,15.99149355653171,16.377092746106303,32.17314971962674,28.744261092728525,30.89362172108781
